Etext Number,Type,Issued,Title,Language,LoCC,Authors,Opium Keywords,Genres,Themes
57738,Text,2018-08-21,Memoirs of Eighty Years,en,PR,"Hake, Thomas Gordon","['laudanum', 'heroin']","['Literature', 'Biographies']","['Hake, Thomas Gordon, 1809-1895']"
57758,Text,2018-08-24,Bess of the Woods,en,PR,"Deeping, Warwick",['poppy'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Mate selection', 'Smugglers', '18th century', 'England', 'Social life and customs', 'Adventure stories']"
57776,Text,2018-08-26,"James Russell Lowell, A Biography; vol. 1/2",en,PS,"Scudder, Horace Elisha","['heroin', 'anodyne']","['Literature', 'History', 'Biographies']","['Authors, American', 'Diplomats', 'Biography', 'Lowell, James Russell, 1819-1891', '19th century']"
57777,Text,2018-08-26,"James Russell Lowell, A Biography; vol 2/2",en,PS,"Scudder, Horace Elisha","['opium', 'poppy', 'heroin', 'anodyne']","['Literature', 'History', 'Biographies']","['Authors, American', 'Diplomats', 'Biography', '19th century', 'Lowell, James Russell, 1819-1891']"
57778,Text,2018-08-26,A Sheaf,en,PR,"Galsworthy, John",['anodyne'],"['Literature', 'Culture/Civilization/Society', 'History']","['20th century', 'Essays', 'Great Britain', 'World War, 1914-1918', 'Social conditions']"
57785,Text,2018-08-27,New York: Its Upper Ten and Lower Million,en,PS,"Lippard, George","['opium', 'morphine', 'anodyne']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['New York', 'City and town life', 'New York (State)', 'Social life and customs', 'New York (N.Y.)']"
57792,Text,2018-08-28,"The Way They Lived Then
Serious Interviews, Strong Women, and Lessons for Life in the Novels of Anthony Trollope",en,PR,"Prewitt, Taylor",['heroin'],"['Literature', 'History']","['Criticism and interpretation', 'Trollope, Anthony, 1815-1882']"
57810,Text,2018-08-29,It Was Marlowe: A Story of the Secret of Three Centuries,en,PR; PS,"Zeigler, Wilbur Gleason",['black smoke'],"['Fiction', 'Literature']","['Marlowe theory', 'Marlowe, Christopher, 1564-1593', 'Shakespeare, William, 1564-1616', 'Authorship']"
57814,Text,2018-08-30,A Secret of the Sea: A Novel. Vol. 2 (of 3),en,PR,"Speight, T. W. (Thomas Wilkinson)",['heroin'],"['Fiction', 'Literature']","['19th century', 'English fiction']"
57815,Text,2018-08-30,A Secret of the Sea: A Novel. Vol. 3 (of 3),en,PR,"Speight, T. W. (Thomas Wilkinson)",['anodyne'],"['Fiction', 'Literature']","['19th century', 'English fiction']"
57836,Text,2018-09-02,Jinny the Carrier,en,PR,"Zangwill, Israel",['heroin'],"['Fiction', 'Literature', 'History']",['England']
57863,Text,2018-09-07,The Praise of Shakespeare: An English Anthology,en,PR,,['anodyne'],"['Literature', 'Culture/Civilization/Society']","['English literature', 'Shakespeare, William, 1564-1616', 'Appreciation']"
57867,Text,2018-09-10,Robin Linnet,en,PR,"Benson, E. F. (Edward Frederic)","['heroin', 'anodyne']","['Fiction', 'Culture/Civilization/Society', 'History', 'Teaching & Education']","['20th century', 'Young men', 'World War, 1914-1918', 'England', 'Social life and customs', 'University of Cambridge']"
57875,Text,2018-09-09,Anne Hereford: A Novel,en,PR,"Wood, Henry, Mrs.",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Governesses', 'Orphans', 'England']"
57876,Text,2018-09-09,Harrington: A Story of True Love,en,PS,"O'Connor, William Douglas","['black smoke', 'heroin']","['Fiction', 'Literature', 'History']",[]
57884,Text,2018-09-10,The Little Moment of Happiness,en,PS,"Kelland, Clarence Budington",['black smoke'],"['Fiction', 'Literature', 'History']","['World War, 1914-1918', 'Man-woman relationships']"
57885,Text,2018-09-11,The Tickencote Treasure,en,PR,"Le Queux, William","['black smoke', 'opium', 'narcotic']","['Fiction', 'Crime/Mystery']","['Physicians', 'Treasure troves']"
57904,Text,2018-09-14,The Doom of London,en,PR,"White, Fred M. (Fred Merrick)",['black smoke'],"['Fiction', 'Literature', 'Science-Fiction & Fantasy']","['Disasters', 'London (England)']"
57910,Text,2018-09-15,Running Free,en,PS,"Connolly, James B. (James Brendan)",['black smoke'],"['Fiction', 'Literature']","['20th century', 'Sea stories', 'American fiction', 'Short stories, American']"
57916,Text,2018-09-17,"Poetical Works of Robert Bridges, Volume 6",en,PR,"Bridges, Robert",['poppy'],"['Literature', 'Poetry']","['English poetry', 'English drama']"
57920,Text,2018-09-17,Marion: The Story of an Artist's Model,en,PS,"Watanna, Onoto",['heroin'],"['Fiction', 'Literature']","[""Artists' models""]"
57922,Text,2018-09-17,Julia France and Her Times: A Novel,en,PS,"Atherton, Gertrude Franklin Horn",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'Gender & Sexuality Studies']","['Suffragists', 'Married women']"
57944,Text,2018-09-21,Burgo's Romance,en,PR,"Speight, T. W. (Thomas Wilkinson)",['narcotic'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Mate selection', 'Young men', 'Uncles', 'England', 'English fiction', 'Social life and customs', 'Adventure stories', '19th century']"
57945,Text,2018-09-21,In the Dead of Night: A Novel. Volume 1 (of 3),en,PR,"Speight, T. W. (Thomas Wilkinson)",['narcotic'],"['Fiction', 'Literature']","['19th century', 'English fiction']"
57946,Text,2018-09-21,In the Dead of Night: A Novel. Volume 2 (of 3),en,PR,"Speight, T. W. (Thomas Wilkinson)",['narcotic'],"['Fiction', 'Literature']","['19th century', 'English fiction']"
57950,Text,2018-09-22,The Grey Monk,en,PR,"Speight, T. W. (Thomas Wilkinson)",['heroin'],"['Fiction', 'Literature']","['19th century', 'English fiction']"
57964,Text,2018-09-24,Aventures surprenantes de Robinson Crusoé,fr,PR,"Defoe, Daniel",['opium'],"['FR Jeunesse', 'FR Illustrateurs', 'Fiction', 'Literature', 'Children & Young Adult Reading']","['Islands', 'Castaways', 'Crusoe, Robinson (Fictitious character)', 'Atlantic Ocean', 'Shipwreck survival', 'Adventure stories']"
57966,Text,2018-09-24,Index of the Project Gutenberg Works of Thackeray,en,PR,"Thackeray, William Makepeace","['narcotic', 'heroin']","['Language & Communication', 'Literature', 'Encyclopedias/Dictionaries/Reference']",['Indexes']
57975,Text,2018-09-25,Excavating a Husband,en,PS,"Wallis, Ella Bell",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Treasure hunting', 'Older people', 'Siblings', 'Single women', 'Identity']"
57988,Text,2018-09-28,A Son of the Soil,en,PR,"Oliphant, Mrs. (Margaret)",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Scotland']
57990,Text,2018-09-30,Poems,en,PR,"Crabbe, George","['opium', 'heroin']","['Literature', 'Poetry']",['English poetry']
57995,Text,2018-09-30,Rose and Rose,en,PR,"Lucas, E. V. (Edward Verrall)",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Guardian and ward', 'Physicians', 'Single men', 'England', 'Social life and customs']"
58064,Text,2018-10-09,Index of the Project Gutenberg Works of Grant Allen,en,PR,"Allen, Grant",['heroin'],"['Literature', 'Encyclopedias/Dictionaries/Reference']",['Indexes']
58075,Text,2018-10-11,Index of the Project Gutenberg Works of Arnold Bennett,en,PR,"Bennett, Arnold",['heroin'],"['Literature', 'Encyclopedias/Dictionaries/Reference']",['Indexes']
58085,Text,2018-10-12,"The Poems of Madison Cawein, Volume 5 (of 5)
Poems of meditation and of forest and field",en,PS,"Cawein, Madison Julius","['opium', 'nepenthe', 'poppy']","['Literature', 'Culture/Civilization/Society', 'Poetry']",['American poetry']
58086,Text,2018-10-12,"Roland Yorke
A Sequel to ""The Channings""",en,PR,"Wood, Henry, Mrs.",['laudanum'],"['Fiction', 'Literature', 'Crime/Mystery']","['Detective and mystery stories', '19th century', 'English fiction']"
58102,Text,2018-10-15,"Representative British Orations Volume 4 (of 4)
With Introductions and Explanatory Notes",en,PR,,['narcotic'],"['Language & Communication', 'Literature']","['Speeches, addresses, etc., English']"
58114,Text,2018-10-16,"What will they say at Brompton? A Comedetta, in One Act.",en,PR,"Coyne, J. Stirling (Joseph Stirling)",['opium'],"['Fiction', 'Humour', 'Literature', 'Performing Arts/Film']","['English drama', 'Comedies', '19th century']"
58115,Text,2018-10-16,Like Another Helen,en,PS,"Horton, George",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'History']","['Insurrection, 1866-1868', 'Crete (Greece)']"
58145,Text,2018-10-21,Zwei Städte,de,PR,"Dickens, Charles",['laudanum'],"['Fiction', 'Literature', 'History']","['1789-1799', 'War stories', 'London', 'French', '18th century', 'British', 'Paris (France)', 'London (England)', 'England', 'Paris', 'Revolution, 1789-1799', 'Lookalikes', 'Executions and executioners']"
58150,Text,2018-10-22,The Princess Sophia,en,PR,"Benson, E. F. (Edward Frederic)","['narcotic', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Europe, Eastern', 'Princesses', 'Imaginary places', 'Gambling']"
58158,Text,2018-10-24,Index of the Project Gutenberg Works of Louisa M. Alcott,en,PS,"Alcott, Louisa May","['poppy', 'heroin']","['Literature', 'Encyclopedias/Dictionaries/Reference']",['Indexes']
58195,Text,2018-10-30,Index of the Project Gutenberg Works of Edna Ferber,en,PS,"Ferber, Edna",['heroin'],"['Literature', 'Encyclopedias/Dictionaries/Reference']",['Indexes']
58198,Text,2018-10-30,Pic the Weapon-Maker,en,PS,"Langford, George",['black smoke'],"['Fiction', 'Literature', 'History']",['Prehistoric peoples']
58202,Text,2018-10-30,A Reaping,en,PR,"Benson, E. F. (Edward Frederic)",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['20th century', 'Youth and death', 'Husband and wife', 'Domestic fiction', 'England', 'Cousins', 'Social life and customs']"
58217,Text,2018-11-01,The Book of Months,en,PR,"Benson, E. F. (Edward Frederic)",['heroin'],"['Fiction', 'Literature']","['20th century', 'English fiction']"
58232,Text,2018-11-04,The American Prisoner,en,PR,"Phillpotts, Eden","['poppy', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['West Country (England)', 'England', 'Americans']"
58246,Text,2018-11-07,Dagonet Ditties,en,PR,"Sims, George R.",['heroin'],"['Literature', 'Poetry']","['English poetry', '19th century']"
58250,Text,2018-11-07,Index of the Project Gutenberg Works of Thomas Hardy,en,PR,"Hardy, Thomas","['poppy', 'heroin']","['Literature', 'Encyclopedias/Dictionaries/Reference']",['Indexes']
58270,Text,2018-11-11,"Blue Jackets; or, The Adventures of J. Thompson, A.B., Among ""the Heathen Chinee""
A Nautical Novel",en,PS,"Greey, Edward",['opium'],"['Fiction', 'Travel & Geography', 'History']","['Seafaring life', 'Great Britain. Royal Navy']"
58285,Text,2018-11-14,Girls of '64,en,PS,"Knipe, Alden Arthur ; Knipe, Emilie Benson","['opium', 'poppy']","['Fiction', 'Literature', 'History']","['Civil War, 1861-1865']"
58287,Text,2018-11-16,The Slanderers,en,PR,"Deeping, Warwick","['opium', 'narcotic', 'laudanum', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Villages', 'Gossip', 'England', 'Social life and customs', 'Man-woman relationships']"
58288,Text,2018-11-17,Bessy Rane: A Novel,en,PR,"Wood, Henry, Mrs.",['laudanum'],"['Fiction', 'Literature']","['19th century', 'English fiction']"
58305,Text,2018-11-18,Miss Numè of Japan: A Japanese-American Romance,en,PS,"Watanna, Onoto",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Man-woman relationships']
58321,Text,2018-11-22,The Three Brothers; vol. 2/3,en,PR,"Oliphant, Mrs. (Margaret)",['heroin'],"['Fiction', 'Literature']",['Brothers']
58323,Text,2018-11-22,The Three Brothers; Complete,en,PR,"Oliphant, Mrs. (Margaret)",['heroin'],"['Fiction', 'Literature']",['Brothers']
58324,Text,2018-11-22,"Chaste as Ice, Pure as Snow: A Novel",en,PR,"Despard, C. (Charlotte)","['opium', 'narcotic', 'heroin']","['Fiction', 'Literature']",[]
58325,Text,2018-11-22,Through One Administration,en,PS,"Burnett, Frances Hodgson",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Social life and customs']
58340,Text,2018-11-24,Tarr,en,PR,"Lewis, Wyndham","['soporific', 'heroin']","['Fiction', 'Literature']","['20th century', 'English fiction']"
58345,Text,2018-11-24,"Within the Maze: A Novel, Vol. 1 (of 2)",en,PR,"Wood, Henry, Mrs.",['heroin'],"['Fiction', 'Literature']","['19th century', 'English fiction']"
58355,Text,2018-11-25,The Three Brothers,en,PR,"Phillpotts, Eden","['heroin', 'anodyne']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Villages', 'Dartmoor (England)']"
58369,Text,2018-11-28,"Tuen, Slave and Empress",en,PS,"Nelson, Kathleen Gray",['poppy'],"['Fiction', 'Culture/Civilization/Society', 'History', 'Biographies']","['Empresses', 'Cixi, Empress dowager of China, 1835-1908', 'China', 'Biographical fiction', '19th century']"
58383,Text,2018-11-30,Index of the Project Gutenberg Works of Anthony Trollope,en,PR,"Trollope, Anthony",['heroin'],"['Literature', 'Encyclopedias/Dictionaries/Reference']",['Indexes']
58395,Text,2018-12-01,In Pursuit of Spring,en,PR,"Thomas, Edward","['opium', 'soporific']","['Travel & Geography', 'Literature', 'Culture/Civilization/Society', 'Biographies']","['20th century', 'Biography', 'Great Britain', 'Authors, English', 'Description and travel', 'Thomas, Edward, 1878-1917', 'Poets, Welsh']"
58403,Text,2018-12-02,John Vytal: A Tale of the Lost Colony,en,PS,"Payson, William Farquhar",['nepenthe'],"['Fiction', 'Literature', 'History']","['Colonial period, ca. 1600-1775', 'Virginia']"
58408,Text,2018-12-04,"The collected works of William Hazlitt, Vol. 07 (of 12)",en,PR,"Hazlitt, William","['laudanum', 'heroin']","['Literature', 'Culture/Civilization/Society']","['19th century', 'English essays']"
58436,Text,2018-12-09,Multitude and Solitude,en,PR,"Masefield, John",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['British', 'London (England)', 'African trypanosomiasis', 'Dramatists', 'Social life and customs']"
58439,Text,2018-12-09,Index of the Project Gutenberg Works of Stephen Leacock,en,PS,"Leacock, Stephen",['heroin'],"['Literature', 'Encyclopedias/Dictionaries/Reference']",['Indexes']
58441,Text,2018-12-09,"Grania, The Story of an Island; vol. 1/2",en,PR,"Lawless, Emily",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Ireland']
58443,Text,2018-12-09,"Grania, The Story of an Island (Complete)",en,PR,"Lawless, Emily",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']",['Ireland']
58449,Text,2018-12-10,"The Military Sketch-Book. Vol. 1 (of 2)
Reminiscences of seventeen years in the service abroad and at home",en,PR,"Maginn, William",['heroin'],"['History', 'Biographies']","['Soldiers', 'Bushrangers', 'Conduct of life', 'Military biography']"
58451,Text,2018-12-10,The Trials of a Country Parson,en,BX; PR,"Jessopp, Augustus",['poppy'],"['Religion/Spirituality/Paranormal', 'Philosophy & Ethics', 'Biographies']","['Church of England', 'Rural churches', 'Jessopp, Augustus, 1823-1914', 'Biography', 'Clergy', 'England']"
58459,Text,2018-12-12,Lady Car: The Sequel of a Life,en,PR,"Oliphant, Mrs. (Margaret)",['heroin'],"['Fiction', 'Literature', 'Parenthood & Family Relations']","['Mothers and sons', 'Marriage']"
58478,Text,2018-12-16,Index of the Project Gutenberg Works of Anthony Hope,en,PR,"Hope, Anthony",['heroin'],"['Language & Communication', 'Literature', 'Encyclopedias/Dictionaries/Reference']",['Indexes']
58486,Text,2018-12-17,"The Rajah's Heir
A Novel in 3 volumes",en,PR,"Despard, C. (Charlotte)","['heroin', 'anodyne']","['Fiction', 'Literature', 'Travel & Geography']",[]
58502,Text,2018-12-19,Madame X: a story of mother-love,en,PS,"McConaughy, J. W. ; Bisson, Alexandre","['opium', 'morphine']","['Fiction', 'Literature']","['Mothers and sons', 'Extortion', 'Trials (Murder)']"
58517,Text,2018-12-22,Kissing the Rod: A Novel. (Vol. 1 of 3),en,PR,"Yates, Edmund","['heroin', 'anodyne']","['Fiction', 'Literature', 'History']",['England']
58526,Text,2018-12-23,The Human Interest: A Study in Incompatibilities,en,PR,"Hunt, Violet","['laudanum', 'heroin']","['Fiction', 'Literature', 'Gender & Sexuality Studies']","['Women', 'Man-woman relationships', 'England']"
58542,Text,2018-12-26,"What I Remember, Volume 1",en,PR,"Trollope, Thomas Adolphus",['laudanum'],"['Literature', 'Biographies']","['19th century', 'Biography', 'Authors, English', 'Trollope, Thomas Adolphus, 1810-1892']"
58582,Text,2018-12-31,St. Martin's Eve: A Novel,en,PR,"Wood, Henry, Mrs.",['laudanum'],"['Fiction', 'Literature']",['Women']
58593,Text,2019-01-01,The Garden of God,en,PR,"Stacpoole, H. De Vere (Henry De Vere)",['opium'],"['Fiction', 'Literature', 'Travel & Geography']","['Islands', 'Oceania']"
58594,Text,2019-01-01,White Lightning,en,PS,"Lewis, Edwin Herbert",['opium'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Bildungsromans', 'Love stories', 'Scientists']"
58611,Text,2019-01-04,"New Hampshire, A Poem; with Notes and Grace Notes",en,PS,"Frost, Robert",['heroin'],"['Literature', 'Poetry']","['20th century', 'New Hampshire', 'American poetry']"
58617,Text,2019-01-04,The Last Rebel,en,PS,"Altsheler, Joseph A. (Joseph Alexander)",['soporific'],"['Fiction', 'History']","['Prisoners', 'Civil War, 1861-1865']"
58622,Text,2019-01-06,The Briary Bush: A Novel,en,PS,"Dell, Floyd","['opium', 'poppy', 'heroin', 'anodyne']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['20th century', 'Marriage', 'Chicago (Ill.)', 'American fiction', 'Journalists']"
